person,category,type,description,text
Imata_Kabua,politician,Z,former President of the Marshall Islands (1943-2019),"Imata Jabro Kabua (20 May 1943 – 18 September 2019) was a Marshallese politician, who served as the President of the Marshall Islands from 14 January 1997 to 10 January 2000. He became the Iroijlaplap of Kwajalein after the death of his cousin, Amata Kabua. Class valedictorian at Harvard, Kabua finished his post doctoral work at the Massachusetts Institute of Technology and held a law degree from Stanford University. [1]. The Contemporary Pacific."
Pierre-Alain_Muet,politician,Z,member of the National Assembly of France,"Pierre-Alain Muet (born 1 January 1945 in Lyon) was a member of the National Assembly of France. He represented the Rhône department from 2007 to 2017,  as a member of the Socialiste, radical, citoyen et divers gauche."
Jean-Louis_Touraine,politician,Z,member of the National Assembly of France,"Jean-Louis Touraine (born 8 October 1945) is a French medical teacher and politician of La République En Marche! (REM), he has been a member of the National Assembly for the Rhône department (3rd constituency) since 2007. Touraine was a member of the Socialist Party (PS) until 2017. In parliament, Touraine has been serving on the Committee on Social Affairs since 2010. In this capacity, he has been the parliament's rapporteur on a bioethics law extending to homosexual and single women free access to fertility treatments such as in vitro fertilisation (IVF) under France's national health insurance.In 2020, Touraine joined En commun (EC), a group within LREM led by Barbara Pompili."
Pascale_Crozon,politician,Z,member of the National Assembly of France,"Pascale Crozon (born 20 May 1944 in Morillon, Haute-Savoie) was a member of the National Assembly of France. She represented the Rhône department,  and was a member of the Socialiste, radical, citoyen et divers gauche."
Marine_Le_Pen,politician,Z,French lawyer and politician,"Marion Anne Perrine ""Marine"" Le Pen (French: [maʁin lə pɛn]; born 5 August 1968) is a French politician and lawyer who has been President of the National Rally (previously the National Front) since 2011. She has been the member of the National Assembly for the 11th constituency of Pas-de-Calais since 2017. She is the youngest daughter of former party leader Jean-Marie Le Pen and the aunt of former FN MP Marion Maréchal. Le Pen joined the FN in 1986. She was elected as a regional councillor of Nord-Pas-de-Calais (1998–2004; 2010–2015), Île-de-France (2004–2010) and Hauts-de-France (2015–present), a Member of European Parliament (2004–2017), as well as a municipal councillor of Hénin-Beaumont (2008–2011)."
Philipp_Nicodemus_Frischlin,mathematician,Z,"German philologist, poet, playwright, mathematician, and astronomer","Philipp Nicodemus Frischlin (also spelled Nikodemus) (22 September 1547 – 29 November 1590) was a German philologist, poet, playwright, mathematician, and astronomer, born at Erzingen, today part of Balingen in Württemberg, where his father was parish minister. He was educated as a scholar of ""Tübinger Stift"" at the university of Tübingen, where in 1568 he was promoted to the chair of poetry and history. In 1575 for his comedy of Rebecca, which he read at Regensburg before the emperor Maximilian II, he was rewarded with the laureateship, and in 1577 he was made an  imperial count palatine (Comes palatinus Caesareus) or Pfalzgraf.In 1582 his unguarded language and reckless life made it necessary that he should leave Tübingen, and he accepted a mastership at Laibach in Carniola (nowadays Ljubljana in Slovenia), which he held for about two years. Shortly after his return to the university in 1584, he was threatened with a criminal prosecution on a charge of immoral conduct, and the threat led to his withdrawal to Frankfurt am Main in 1587. For eighteen months he taught in the Brunswick gymnasium, and he appears also to have resided occasionally at Strasbourg, Marburg and Mainz."
Kurt_Otto_Friedrichs,mathematician,Z,German-American mathematician,"Kurt Otto Friedrichs (September 28, 1901 – December 31, 1982) was a noted German American mathematician. He was the co-founder of the Courant Institute at New York University, and a recipient of the National Medal of Science. Friedrichs was born in Kiel, Schleswig-Holstein on September 28, 1901. His family soon moved to Düsseldorf, where he grew up. He attended several different universities in Germany studying the philosophical works of Heidegger and Husserl, but finally decided that mathematics was his real calling."
Oskar_Anderson,mathematician,Z,"Baltic German mathematician, statistician and economist","Oskar Johann Viktor Anderson (Russian: Оскар Николаевич Андерсон, romanized: Oskar Nikolaevič Anderson; 2 August [O.S. 21 July] 1887] – 12 February 1960) was a Russian-German mathematician of Baltic German descent. He is best known for his work on mathematical statistics and econometrics. Anderson was born from a Baltic German family in Minsk (now in Belarus), but soon moved to Kazan (Russia). His father, Nikolai Anderson, was professor in Finno-Ugric languages at the University of Kazan."
Konrad_Knopp,mathematician,Z,German mathematician,"Konrad Hermann Theodor Knopp (22 July 1882 – 20 April 1957) was a German mathematician who worked on generalized limits and complex functions. Knopp was born in 1882 in Berlin to Paul Knopp (1845–1904), a businessman in manufacturing, and Helene (1857–1923), née Ostertun, whose own father was a butcher. Paul's hometown of Neustettin, then part of Germany, became Polish territory after the Second World War and is now called Szczecinek. In 1910, Konrad married the painter Gertrud Kressner (1879 - 1974). They had a daughter Ortrud Knopp (1911 - 1976), with the grandchildren Willfried Spohn (1944 - 2012), Herbert Spohn (*1946) und Wolfgang Spohn (*1950), and a son Ingolf Knopp (1915 – 2008), with the grandchildren Brigitte Knopp (*1952) and Werner Knopp (*1954)."
Kurt_Heegner,mathematician,Z,German mathematician,"Kurt Heegner (German: [ˈheːɡnɐ]; 16 December 1893 – 2 February 1965) was a German private scholar from Berlin, who specialized in  radio engineering and mathematics. He is now famous for his mathematical discoveries in number theory and, in particular, the Stark–Heegner theorem. Heegner was born and died in Berlin. In 1952, he published what he claimed was the solution of a classic problem proposed by the great mathematician Gauss, the class number 1 problem, a significant and long standing problem in number theory. Heegner's work was not accepted for years, due mainly to quoting a portion of Heinrich Martin Weber's work that was known to be incorrect (though he never used this result in the proof)."
Christian_Zeller,mathematician,Z,German mathematician,"Julius Christian Johannes Zeller (24 June 1822, Mühlhausen am Neckar – 31 May 1899, Cannstatt) was a German mathematician. Originally trained in mathematics, geography and theology, in 1874 Zeller became Director of the Seminary in Markgröningen and a girls' orphanage. In 1882 he became a member of the Société Mathématique de France. The following year, on 16 March 1883, he delivered a short account of his congruence relation (Zeller's congruence), which was published in the society's journal. He was later awarded the Order of Friedrich, First Class, and the Ritterkreuz of Württemberg."
Carl_Hierholzer,mathematician,Z,German mathematician,"Carl Hierholzer (2 October 1840 – 13 September 1871) was a German mathematician. Hierholzer studied mathematics in Karlsruhe, and he got his Ph.D. from Ruprecht-Karls-Universität Heidelberg in 1865. His Ph.D. advisor was Ludwig Otto Hesse (1811–1874). In 1870 Hierholzer wrote his habilitation about conic sections (title: Ueber Kegelschnitte im Raum) in Karlsruhe, where he later became a Privatdozent. Hierholzer proved that a connected graph has an Eulerian trail if and only if exactly zero or two of its vertices have an odd degree."
Jakob_Rosanes,mathematician,Z,German mathematician and chess player,Jakob Rosanes (also Jacob; 16 August 1842 – 6 January 1922) was a German mathematician who worked on algebraic geometry and invariant theory. He was also a chess master. Rosanes studied at University of Berlin and the University of Breslau. He obtained his doctorate from Breslau (Wrocław) in 1865 and taught there for the rest of his working life. He became professor in 1876 and rector of the university during the years 1903–1904.Rosanes made significant contributions in Cremona transformations.
Wolfgang_Heinrich_Johannes_Fuchs,mathematician,Z,German mathematician,"Wolfgang Heinrich Johannes Fuchs (May 19, 1915, Munich – February 24, 1997) was a mathematician specializing in complex analysis. His main area of research was Nevanlinna theory. Fuchs received his Ph.D. in 1941 from the University of Cambridge, under the direction of Albert Ingham. He joined the faculty of Cornell University in 1950 and spent the rest of his career there. Erdős–Fuchs theorem Chung–Fuchs theorem       Wolfgang Heinrich Johannes Fuchs at the Mathematics Genealogy Project"
Christian_Ludwig_Gerling,mathematician,Z,German astronomer,"Christian Ludwig Gerling (10 July 1788 – 15 January 1864) studied under Carl Friedrich Gauss, obtaining his doctorate in 1812 for a thesis entitled: Methodi proiectionis orthographicae usum ad calculos parallacticos facilitandos explicavit simulque eclipsin solarem die, at the University of Göttingen. He is notable for his work on geodetics and in 1927 some 60 letters of correspondence between Gerling and Gauss on the topic were published. He is also notable as the doctoral advisor of Julius Plücker. Gerling, whose father was also called Christian Ludwig Gerling and was a pastor at the St. Jacobi church, was born in Hamburg and attended the Johanneum. In 1817, he became professor of mathematics at the University of Marburg."
Johann_Jacob_Zimmermann,mathematician,Z,German theologian,"Johann Jacob Zimmermann (November 25, 1642 – 1693) was a German nonconformist theologian, millenarian, mathematician, and astronomer. Zimmermann was born in Vaihingen, Württemberg (now Germany) on November 25, 1642. He lived in Nürtingen, and studied theology at the University of Tübingen, where he was awarded the title Magister in 1664. An astronomer and astrologer, Zimmermann produced one of the first Equidistant Conic Projection star charts of the northern hemisphere in 1692. While at University, he also was a singing instructor.He took his first post as a Lutheran minister at Bietigheim (Baden) in 1671."
Paul_Lorenzen,mathematician,Z,German mathematician and philosopher,"Paul Lorenzen (March 24, 1915 – October 1, 1994) was a German philosopher and mathematician, founder of the Erlangen School (with Wilhelm Kamlah) and inventor of game semantics (with Kuno Lorenz). Lorenzen studied at the University of Göttingen until he earned his PhD there in 1938 under Helmut Hasse with a thesis titled Zur Abstrakten Begründung der multiplikativen Idealtheorie. In 1939, he became an assistant to Wolfgang Krull at the University of Bonn. His main work was on the foundations of mathematics—proof theory. He created and modified constructive mathematics."
Paul_Epstein,mathematician,Z,German mathematician,"Paul Epstein (July 24, 1871 – August 11, 1939) was a German mathematician. He was known for his contributions to number theory, in particular the Epstein zeta function. Epstein was born and brought up in Frankfurt, where his father was a professor. He received his PhD in 1895 from the University of Strasbourg. From 1895 to 1918 he was a Privatdozent at the University in Strasbourg, which at that time was part of the German Empire."
Karl_Hessenberg,mathematician,Z,German mathematician,"Karl Adolf Hessenberg (September 8, 1904 – February 22, 1959) was a German mathematician and engineer. The Hessenberg matrix form is named after him. From 1925 to 1930 he studied electrical engineering at the Technische Hochschule Darmstadt (today Technische Universität Darmstadt) and graduated with a diploma. From 1931 to 1932 he was an assistant to Alwin Walther at the Technische Hochschule Darmstadt, afterwards he worked at the power station in Worms, Germany. From 1936 he worked as an engineer at AEG, first in Berlin and later in Frankfurt."
Heinrich_Scherk,mathematician,Z,German mathematician,Heinrich Ferdinand Scherk (27 October 1798 – 4 October 1885) was a German mathematician notable for his work on minimal surfaces and the distribution of prime numbers. He is also notable as the doctoral advisor of Ernst Kummer. (in German) Biography of Scherk Heinrich Scherk at the Mathematics Genealogy Project MacTutor biography of Scherk
Bernd_Sturmfels,mathematician,Z,German mathematician,"Bernd Sturmfels (born March 28, 1962 in Kassel, West Germany) is a Professor of Mathematics and Computer Science at the University of California, Berkeley and is a director of the Max Planck Institute for Mathematics in the Sciences in Leipzig since 2017. He received his Ph.D. in 1987 from the University of Washington and the Technische Universität Darmstadt. After two postdoctoral years at the Institute for Mathematics and its Applications in Minneapolis, Minnesota, and the Research Institute for Symbolic Computation in Linz, Austria, he taught at Cornell University, before joining UC Berkeley in 1995. His Ph.D. students include Melody Chan, Jesús A. De Loera, Mike Develin, and Rekha R. Thomas."
Georg_Hamel,mathematician,Z,German mathematician,"Georg Karl Wilhelm Hamel (12 September 1877 – 4 October 1954) was a German mathematician with interests in mechanics, the foundations of mathematics and function theory. Hamel was born in Düren, Rhenish Prussia. He studied at Aachen, Berlin, Göttingen, and Karlsruhe. His doctoral adviser was David Hilbert. He taught at Brünn in 1905, Aachen in 1912, and at the Technical University of Berlin in 1919."
Carl_R._de_Boor,mathematician,Z,American mathematician,"Carl-Wilhelm Reinhold de Boor (born 3 December 1937) is a German-American mathematician and professor emeritus at the University of Wisconsin–Madison. Born in Stolp, Germany (now, as part of Poland, called Słupsk), as the seventh of eight children born to Werner (an anti-Nazi Lutheran minister) and Toni de Boor in 1937, he fled in 1945 with his family, settling eventually in Schwerin, then part of East Germany. As a child, he was often ill, suffering from a variety of conditions. In 1955, young Carl took advantage of the temporary political thaw following Joseph Stalin's death in 1953, obtained a one-month visa to West Germany and biked there, then decided to stay when he learned there that his application to Humboldt University (in East Berlin) for the study of chemistry had been turned down (because of his poor performance in mathematics). However, Otto Friedrich (a brother of Carl's father's first wife) was willing and able to help him."
Arthur_Wieferich,mathematician,Z,German number theorist (1884–1954),"Arthur Josef Alwin Wieferich (April 27, 1884 – September 15, 1954) was a German mathematician and teacher, remembered for his work on number theory, as exemplified by a type of prime numbers named after him. He was born in Münster, attended the University of Münster (1903–1909) and then worked as a school teacher and tutor until his retirement in 1949. He married in 1916 and had no children. Wieferich abandoned his studies after his graduation and did not publish any paper after 1909. His mathematical reputation is founded on five papers he published while a student at Münster:  ""Beweis des Satzes, daß sich eine jede ganze Zahl als Summe von höchstens neun positiven Kuben darstellen läßt"", Mathematische Annalen, 66 (1): 95–101, 1908, doi:10.1007/BF01450913, S2CID 121386035."
Heinrich_Brandt,mathematician,Z,German mathematician,"Heinrich Brandt (8 November 1886, in Feudingen – 9 October 1954, in Halle, Saxony-Anhalt) was a German mathematician who was the first to develop the concept of a groupoid. Brandt studied at the University of Göttingen and, from 1910 to 1913, at the University of Strasbourg. In 1912 he attained his doctorate; he was a student of Heinrich Martin Weber. From 1913 he was assistant at the University of Karlsruhe (TH). He taught geometry and applied mathematics from 1921 at RWTH Aachen."
Reinhold_Remmert,mathematician,Z,German mathematician,"Reinhold Remmert (22 June 1930 – 9 March 2016) was a German mathematician. Born in Osnabrück, Lower Saxony, he studied mathematics, mathematical logic and physics in Münster. He established and developed the theory of complex-analytic spaces in joint work with Hans Grauert. Until his retirement in 1995, he was a professor for complex analysis in Münster. Remmert wrote two books on number theory and complex analysis which contain a huge amount of historical information together with references on important papers in the subject."
Erhard_Weigel,mathematician,Z,"Mathematician, astronomer and philosopher","Erhard Weigel (16 December 1625 – 20 March 1699) was a German mathematician, astronomer and philosopher. Weigel earned his M.A. (1650) and his habilitation (1652) from the University of Leipzig. From 1653 until his death he was professor of mathematics at Jena University. He was the teacher of Leibniz in summer 1663, and other notable students."
Gustav_Herglotz,mathematician,Z,German mathematician,"Gustav Herglotz (2 February 1881 – 22 March 1953) was a German Bohemian physicist. He is best known for his works on the theory of relativity and seismology. Herglotz studied Mathematics and Astronomy at the University of Vienna in 1899, and attended lectures by Ludwig Boltzmann. In this time of study, he had a friendship with his colleagues Paul Ehrenfest, Hans Hahn and Heinrich Tietze. In 1900 he went to the LMU Munich and achieved his Doctorate in 1902 under Hugo von Seeliger."
Wilhelm_Magnus,mathematician,Z,German-American mathematician,"Hans Heinrich Wilhelm Magnus known as Wilhelm Magnus (February 5, 1907, Berlin, Germany – October 15, 1990, New Rochelle, NY) was a German-American mathematician. He made important contributions in combinatorial group theory, Lie algebras, mathematical physics, elliptic functions, and the study of tessellations. In 1931, Magnus received his PhD from the University of Frankfurt, in Germany. His thesis, written under the direction of Max Dehn, was entitled Über unendlich diskontinuierliche Gruppen von einer definierenden Relation (der Freiheitssatz).Magnus was a faculty member in Frankfurt from 1933 until 1938. He refused to join the Nazi Party and, as a consequence, was not allowed to hold an academic post during World War II."
Peter_Crüger,mathematician,Z,German astronomer and mathematician,"Peter Crüger or Peter Krüger (20 October 1580 – 6 June 1639) was a  mathematician, astronomer, polymath, and teacher of Johannes Hevelius. Crüger was born in Königsberg, Duchy of Prussia, a fief of the Kingdom of Poland. In scientific documents published in Latin, his common name Krüger (German for potter or innkeeper) was Latinized and spelled Crüger. (Compared to the frequency of the family name Krüger, the name Crüger is relatively uncommon.) Crüger studied at the universities in Königsberg, Leipzig and Wittenberg, graduating from Wittenberg in 1606."
Stuart_S._Antman,mathematician,Z,American mathematician,"Stuart Sheldon Antman is an American mathematician. He is Distinguished University Research Professor at the University of Maryland. His research involves continuum mechanics, elasticity, and nonlinear partial differential equations. Antman did his undergraduate studies at the Rensselaer Polytechnic Institute, graduating in 1961. He earned a Ph.D. in 1965 from the University of Minnesota, under the supervision of William H. Warner."
Theodor_Molien,mathematician,Z,Russian mathematician,"Theodor Georg Andreas Molien (Russian: Fedor Eduardovich Molin; 10 September [O.S. 29 August] 1861 in Riga – 25 December 1941 in Tomsk) was a Baltic-German mathematician. He was born in Riga, Latvia, which at that time was a part of Russian Empire. Molien studied associative algebras and polynomial invariants of finite groups. Theodor Molien's father Eduard Molien was a teacher at the Riga Governorate Gymnasium."
Hans_Dobbertin,mathematician,Z,German cryptographer,"Hans Dobbertin (April 17, 1952 – February 2, 2006) was a German cryptographer who is best known for his work on cryptanalysis of the MD4, MD5, and original RIPEMD hash functions, and for his part in the design of the new version of the RIPEMD hash function. He was a member of the German Federal Office for Information Security (Bundesamt für Sicherheit in der Informationstechnik, BSI) and professor at the Ruhr University in Bochum. IACR obituary Hans Dobbertin at the Mathematics Genealogy Project"
Adolf_Piltz,mathematician,Z,German mathematician,"Adolf Piltz (8 December 1855 – 1940) was a German mathematician who contributed to number theory. Piltz was arguably the first to formulate a generalized Riemann hypothesis, in 1884. Davenport, Harold. Multiplicative number theory. Third edition."
Thomas_William_Körner,mathematician,Z,British mathematician,"Thomas William Körner (born 17 February 1946) is a British pure mathematician and the author of three books on popular mathematics. He is titular Professor of Fourier Analysis in the University of Cambridge and a Fellow of Trinity Hall. He is the son of the philosopher Stephan Körner and of Edith Körner. He studied at Trinity Hall, Cambridge, and wrote his PhD thesis Some Results on Kronecker, Dirichlet and Helson Sets there in 1971, studying under Nicholas Varopoulos. In 1972 he won the Salem Prize.He has written academic mathematics books aimed at undergraduates:   Fourier Analysis Exercises for Fourier Analysis A Companion to Analysis Vectors, Pure and Applied Calculus for the AmbitiousHe has also written three books aimed at secondary school students, the popular 1996 title The Pleasures of Counting, Naive Decision Making (published 2008) on probability, statistics and game theory, and Where Do Numbers Come From?"
