person,text,processed_text,description,processed_description,type,category
Tron_Øgrim,"Tron Øgrim (Norwegian pronunciation: [trun øɡrim]; 27 June 1947 – 23 May 2007) was a Norwegian journalist, author and politician. He was active in Socialist Youth Union (later Red Youth) from 1965  to 1973, and a central figure in the Workers' Communist Party from 1973 to 1984. In addition to being a politician, Øgrim was an author of political works and several science fiction novels. He was notable for communicating in a non-standard eastern Oslo dialect, even where he might have been expected to use standardized Bokmål. Born in Oslo, Norway, Øgrim was one of the most influential people in Norway's Marxist-Leninist movement in the sixties and seventies.","tron øgrim ( norwegian pronunciation : [ trun øɡrim ] ; 27 june 1947 – 23 may 2007 ) norwegian journalist , author politician . active socialist youth union ( later red youth ) 1965 1973 , central figure workers ' communist party 1973 1984 . addition politician , øgrim author political works several science fiction novels . notable communicating non-standard eastern oslo dialect , even might expected use standardized bokmål . born oslo , norway , øgrim one influential people norway 's marxist-leninist movement sixties seventies .","Norwegian journalist, author and politician (1947-2007)","norwegian journalist , author politician ( 1947-2007 )",Z,politician
Pelé,"Edson Arantes do Nascimento (Brazilian Portuguese: [ˈɛtsõ (w)ɐˈɾɐ̃tʃiz du nɐsiˈmẽtu]; born 23 October 1940), known as Pelé ([peˈlɛ]), is a Brazilian former professional footballer who played as a forward. Regarded as one of the greatest players of all time and labelled ""the greatest"" by FIFA, he was among the most successful and popular sports figures of the 20th century. During his playing days, Pelé was for a period the best-paid athlete in the world. In 1999, Pelé was voted World Player of the Century by the International Federation of Football History & Statistics (IFFHS), and was one of the two joint winners of the FIFA Player of the Century. That same year, Pelé was named Athlete of the Century by the International Olympic Committee and was included in the Time list of the 100 most important people of the 20th century.","edson arantes nascimento ( brazilian portuguese : [ ˈɛtsõ ( w ) ɐˈɾɐ̃tʃiz du nɐsiˈmẽtu ] ; born 23 october 1940 ) , known pelé ( [ peˈlɛ ] ) , brazilian former professional footballer played forward . regarded one greatest players time labelled `` greatest '' fifa , among successful popular sports figures 20th century . playing days , pelé period best-paid athlete world . 1999 , pelé voted world player century international federation football history & statistics ( iffhs ) , one two joint winners fifa player century . year , pelé named athlete century international olympic committee included time list 100 important people 20th century .",Brazilian association football player,brazilian association football player,Z,politician
Christopher_Loeak,"Christopher Jorebon Loeak  (born 11 November 1952) is a Marshallese politician who was the President of the Marshall Islands from 2012 to 2016. He was elected by parliament as President in January 2012, following the 2011 general election. Loeak was born on the Ailinglaplap Atoll on 11 November 1952. He attended Marshall Islands High School before traveling to the United States to study at the Hawaii Pacific College and Gonzaga University School of Law. Loeak is a native speaker of Marshallese and also speaks English.","christopher jorebon loeak ( born 11 november 1952 ) marshallese politician president marshall islands 2012 2016 . elected parliament president january 2012 , following 2011 general election . loeak born ailinglaplap atoll 11 november 1952 . attended marshall islands high school traveling united states study hawaii pacific college gonzaga university school law . loeak native speaker marshallese also speaks english .",president of the Marshall Islands,president marshall islands,Z,politician
Kessai_Note,"Kessai Hesa Note (born August 7, 1950 in Ailinglaplap) was President of the Marshall Islands from 2000 to 2008. Elected in 1979 alongside Litokwa Tomeing, Note is one of the two longest-serving members of Nitijeļā. He was the Minister of Internal affairs from 1985 to 1986, and Minister of Transportation and communications from 1986 to 1987. Having served as Speaker of the Nitijeļā since 1988, he was elected President in 2000. Note is the first commoner, rather than an Iroijlaplap or traditional chief, to be elected to the Presidency.","kessai hesa note ( born august 7 , 1950 ailinglaplap ) president marshall islands 2000 2008 . elected 1979 alongside litokwa tomeing , note one two longest-serving members nitijeļā . minister internal affairs 1985 1986 , minister transportation communications 1986 1987 . served speaker nitijeļā since 1988 , elected president 2000 . note first commoner , rather iroijlaplap traditional chief , elected presidency .",former President of the Marshall Islands,former president marshall islands,Z,politician
Amata_Kabua,"Amata Kabua (November 17, 1928 – December 20, 1996) was the first President of the Marshall Islands from 1979 to 1996 (five consecutive terms). Amata Kabua was a scion of Marshallese Royalty. Amata Kabua is the son of high chiefess Tarjikit of the Eastern (Ratak chain) and rumoured to be a Japanese administrator by his political opponents. This was disputed by his father Lejolan Kabua. However, by Marshallese custom of ""kujen loje"" (nobleman of birth) High Chief Lojelañ of the Ralik (Western) chain claimed Amata as his own in the same manner Loeak the Great adopted Lajore and Litilinej, probably because Laelan of Arno who is Dorothy Kabua's father was Kabua's biological child however under ""kujen loje"" Laelan of Arno was adopted by Takto just as Laelan Kabua of the Erroja clan was adopted by Kabua (Lebon) under the same tradition as was Leit who was claimed by Iroij Bwio Jiba.","amata kabua ( november 17 , 1928 – december 20 , 1996 ) first president marshall islands 1979 1996 ( five consecutive terms ) . amata kabua scion marshallese royalty . amata kabua son high chiefess tarjikit eastern ( ratak chain ) rumoured japanese administrator political opponents . disputed father lejolan kabua . however , marshallese custom `` kujen loje '' ( nobleman birth ) high chief lojelañ ralik ( western ) chain claimed amata manner loeak great adopted lajore litilinej , probably laelan arno dorothy kabua 's father kabua 's biological child however `` kujen loje '' laelan arno adopted takto laelan kabua erroja clan adopted kabua ( lebon ) tradition leit claimed iroij bwio jiba .",former President of the Marshall Islands (1928-1996),former president marshall islands ( 1928-1996 ),Z,politician
Jurelang_Zedkaia,"Iroijlaplap Jurelang Zedkaia (13 July 1950 – 7 October 2015) was a Marshallese politician and Iroijlaplap. He served as the  President of the Marshall Islands from 2009 to 2012. He was elected as the country's 5th head of state on October 26, 2009, following the ouster of his predecessor, Litokwa Tomeing, in the country's first successful vote of no confidence. Zedkaia was the Iroijlaplap, or traditional paramount chief, of Majuro Atoll, which is the location of the country's capital, Arno and Mili atolls. Before becoming president in 2009, Zedkaia was a five-term elected Senator in the Nitijela, or legislature.","iroijlaplap jurelang zedkaia ( 13 july 1950 – 7 october 2015 ) marshallese politician iroijlaplap . served president marshall islands 2009 2012 . elected country 's 5th head state october 26 , 2009 , following ouster predecessor , litokwa tomeing , country 's first successful vote confidence . zedkaia iroijlaplap , traditional paramount chief , majuro atoll , location country 's capital , arno mili atolls . becoming president 2009 , zedkaia five-term elected senator nitijela , legislature .",former President of the Marshall Islands (1950-2015),former president marshall islands ( 1950-2015 ),Z,politician
Litokwa_Tomeing,"Iroij Litokwa Tomeing (14 October 1939 – 12 October 2020) was the President of the Marshall Islands from January 2008 until October 2009. Litokwa Tomeing was born on Wotje Atoll, in the Japanese-administered Marshall Islands, on October 14, 1939. From 1950 until 1954, Tomeing attended the Catholic Elementary School, first in Likiep and then in Jaluit.In 1961, Tomeing graduated from PIC High School in Pohnpei. He studied at the University of Hawaii from 1970 until 1972 on an extension program. Tomeing and his wife, Arlin, had seven children and several grandchildren.Litokwa died on 12 October 2020, in Springdale, Arkansas, due to COVID-19.","iroij litokwa tomeing ( 14 october 1939 – 12 october 2020 ) president marshall islands january 2008 october 2009 . litokwa tomeing born wotje atoll , japanese-administered marshall islands , october 14 , 1939 . 1950 1954 , tomeing attended catholic elementary school , first likiep jaluit.in 1961 , tomeing graduated pic high school pohnpei . studied university hawaii 1970 1972 extension program . tomeing wife , arlin , seven children several grandchildren.litokwa died 12 october 2020 , springdale , arkansas , due covid-19 .",former President of the Marshall Islands,former president marshall islands,Z,politician
Imata_Kabua,"Imata Jabro Kabua (20 May 1943 – 18 September 2019) was a Marshallese politician, who served as the President of the Marshall Islands from 14 January 1997 to 10 January 2000. He became the Iroijlaplap of Kwajalein after the death of his cousin, Amata Kabua. Class valedictorian at Harvard, Kabua finished his post doctoral work at the Massachusetts Institute of Technology and held a law degree from Stanford University. [1]. The Contemporary Pacific.","imata jabro kabua ( 20 may 1943 – 18 september 2019 ) marshallese politician , served president marshall islands 14 january 1997 10 january 2000 . became iroijlaplap kwajalein death cousin , amata kabua . class valedictorian harvard , kabua finished post doctoral work massachusetts institute technology held law degree stanford university . [ 1 ] . contemporary pacific .",former President of the Marshall Islands (1943-2019),former president marshall islands ( 1943-2019 ),Z,politician
Pierre-Alain_Muet,"Pierre-Alain Muet (born 1 January 1945 in Lyon) was a member of the National Assembly of France. He represented the Rhône department from 2007 to 2017,  as a member of the Socialiste, radical, citoyen et divers gauche.","pierre-alain muet ( born 1 january 1945 lyon ) member national assembly france . represented rhône department 2007 2017 , member socialiste , radical , citoyen et divers gauche .",member of the National Assembly of France,member national assembly france,Z,politician
Jean-Louis_Touraine,"Jean-Louis Touraine (born 8 October 1945) is a French medical teacher and politician of La République En Marche! (REM), he has been a member of the National Assembly for the Rhône department (3rd constituency) since 2007. Touraine was a member of the Socialist Party (PS) until 2017. In parliament, Touraine has been serving on the Committee on Social Affairs since 2010. In this capacity, he has been the parliament's rapporteur on a bioethics law extending to homosexual and single women free access to fertility treatments such as in vitro fertilisation (IVF) under France's national health insurance.In 2020, Touraine joined En commun (EC), a group within LREM led by Barbara Pompili.","jean-louis touraine ( born 8 october 1945 ) french medical teacher politician la république en marche ! ( rem ) , member national assembly rhône department ( 3rd constituency ) since 2007 . touraine member socialist party ( ps ) 2017 . parliament , touraine serving committee social affairs since 2010 . capacity , parliament 's rapporteur bioethics law extending homosexual single women free access fertility treatments vitro fertilisation ( ivf ) france 's national health insurance.in 2020 , touraine joined en commun ( ec ) , group within lrem led barbara pompili .",member of the National Assembly of France,member national assembly france,Z,politician
Pascale_Crozon,"Pascale Crozon (born 20 May 1944 in Morillon, Haute-Savoie) was a member of the National Assembly of France. She represented the Rhône department,  and was a member of the Socialiste, radical, citoyen et divers gauche.","pascale crozon ( born 20 may 1944 morillon , haute-savoie ) member national assembly france . represented rhône department , member socialiste , radical , citoyen et divers gauche .",member of the National Assembly of France,member national assembly france,Z,politician
Marine_Le_Pen,"Marion Anne Perrine ""Marine"" Le Pen (French: [maʁin lə pɛn]; born 5 August 1968) is a French politician and lawyer who has been President of the National Rally (previously the National Front) since 2011. She has been the member of the National Assembly for the 11th constituency of Pas-de-Calais since 2017. She is the youngest daughter of former party leader Jean-Marie Le Pen and the aunt of former FN MP Marion Maréchal. Le Pen joined the FN in 1986. She was elected as a regional councillor of Nord-Pas-de-Calais (1998–2004; 2010–2015), Île-de-France (2004–2010) and Hauts-de-France (2015–present), a Member of European Parliament (2004–2017), as well as a municipal councillor of Hénin-Beaumont (2008–2011).","marion anne perrine `` marine '' le pen ( french : [ maʁin lə pɛn ] ; born 5 august 1968 ) french politician lawyer president national rally ( previously national front ) since 2011 . member national assembly 11th constituency pas-de-calais since 2017 . youngest daughter former party leader jean-marie le pen aunt former fn mp marion maréchal . le pen joined fn 1986 . elected regional councillor nord-pas-de-calais ( 1998–2004 ; 2010–2015 ) , île-de-france ( 2004–2010 ) hauts-de-france ( 2015–present ) , member european parliament ( 2004–2017 ) , well municipal councillor hénin-beaumont ( 2008–2011 ) .",French lawyer and politician,french lawyer politician,Z,politician
Philipp_Nicodemus_Frischlin,"Philipp Nicodemus Frischlin (also spelled Nikodemus) (22 September 1547 – 29 November 1590) was a German philologist, poet, playwright, mathematician, and astronomer, born at Erzingen, today part of Balingen in Württemberg, where his father was parish minister. He was educated as a scholar of ""Tübinger Stift"" at the university of Tübingen, where in 1568 he was promoted to the chair of poetry and history. In 1575 for his comedy of Rebecca, which he read at Regensburg before the emperor Maximilian II, he was rewarded with the laureateship, and in 1577 he was made an  imperial count palatine (Comes palatinus Caesareus) or Pfalzgraf.In 1582 his unguarded language and reckless life made it necessary that he should leave Tübingen, and he accepted a mastership at Laibach in Carniola (nowadays Ljubljana in Slovenia), which he held for about two years. Shortly after his return to the university in 1584, he was threatened with a criminal prosecution on a charge of immoral conduct, and the threat led to his withdrawal to Frankfurt am Main in 1587. For eighteen months he taught in the Brunswick gymnasium, and he appears also to have resided occasionally at Strasbourg, Marburg and Mainz.","philipp nicodemus frischlin ( also spelled nikodemus ) ( 22 september 1547 – 29 november 1590 ) german philologist , poet , playwright , mathematician , astronomer , born erzingen , today part balingen württemberg , father parish minister . educated scholar `` tübinger stift '' university tübingen , 1568 promoted chair poetry history . 1575 comedy rebecca , read regensburg emperor maximilian ii , rewarded laureateship , 1577 made imperial count palatine ( comes palatinus caesareus ) pfalzgraf.in 1582 unguarded language reckless life made necessary leave tübingen , accepted mastership laibach carniola ( nowadays ljubljana slovenia ) , held two years . shortly return university 1584 , threatened criminal prosecution charge immoral conduct , threat led withdrawal frankfurt main 1587 . eighteen months taught brunswick gymnasium , appears also resided occasionally strasbourg , marburg mainz .","German philologist, poet, playwright, mathematician, and astronomer","german philologist , poet , playwright , mathematician , astronomer",Z,mathematician
Kurt_Otto_Friedrichs,"Kurt Otto Friedrichs (September 28, 1901 – December 31, 1982) was a noted German American mathematician. He was the co-founder of the Courant Institute at New York University, and a recipient of the National Medal of Science. Friedrichs was born in Kiel, Schleswig-Holstein on September 28, 1901. His family soon moved to Düsseldorf, where he grew up. He attended several different universities in Germany studying the philosophical works of Heidegger and Husserl, but finally decided that mathematics was his real calling.","kurt otto friedrichs ( september 28 , 1901 – december 31 , 1982 ) noted german american mathematician . co-founder courant institute new york university , recipient national medal science . friedrichs born kiel , schleswig-holstein september 28 , 1901 . family soon moved düsseldorf , grew . attended several different universities germany studying philosophical works heidegger husserl , finally decided mathematics real calling .",German-American mathematician,german-american mathematician,Z,mathematician
Oskar_Anderson,"Oskar Johann Viktor Anderson (Russian: Оскар Николаевич Андерсон, romanized: Oskar Nikolaevič Anderson; 2 August [O.S. 21 July] 1887] – 12 February 1960) was a Russian-German mathematician of Baltic German descent. He is best known for his work on mathematical statistics and econometrics. Anderson was born from a Baltic German family in Minsk (now in Belarus), but soon moved to Kazan (Russia). His father, Nikolai Anderson, was professor in Finno-Ugric languages at the University of Kazan.","oskar johann viktor anderson ( russian : оскар николаевич андерсон , romanized : oskar nikolaevič anderson ; 2 august [ o.s . 21 july ] 1887 ] – 12 february 1960 ) russian-german mathematician baltic german descent . best known work mathematical statistics econometrics . anderson born baltic german family minsk ( belarus ) , soon moved kazan ( russia ) . father , nikolai anderson , professor finno-ugric languages university kazan .","Baltic German mathematician, statistician and economist","baltic german mathematician , statistician economist",Z,mathematician
Konrad_Knopp,"Konrad Hermann Theodor Knopp (22 July 1882 – 20 April 1957) was a German mathematician who worked on generalized limits and complex functions. Knopp was born in 1882 in Berlin to Paul Knopp (1845–1904), a businessman in manufacturing, and Helene (1857–1923), née Ostertun, whose own father was a butcher. Paul's hometown of Neustettin, then part of Germany, became Polish territory after the Second World War and is now called Szczecinek. In 1910, Konrad married the painter Gertrud Kressner (1879 - 1974). They had a daughter Ortrud Knopp (1911 - 1976), with the grandchildren Willfried Spohn (1944 - 2012), Herbert Spohn (*1946) und Wolfgang Spohn (*1950), and a son Ingolf Knopp (1915 – 2008), with the grandchildren Brigitte Knopp (*1952) and Werner Knopp (*1954).","konrad hermann theodor knopp ( 22 july 1882 – 20 april 1957 ) german mathematician worked generalized limits complex functions . knopp born 1882 berlin paul knopp ( 1845–1904 ) , businessman manufacturing , helene ( 1857–1923 ) , née ostertun , whose father butcher . paul 's hometown neustettin , part germany , became polish territory second world war called szczecinek . 1910 , konrad married painter gertrud kressner ( 1879 - 1974 ) . daughter ortrud knopp ( 1911 - 1976 ) , grandchildren willfried spohn ( 1944 - 2012 ) , herbert spohn ( *1946 ) und wolfgang spohn ( *1950 ) , son ingolf knopp ( 1915 – 2008 ) , grandchildren brigitte knopp ( *1952 ) werner knopp ( *1954 ) .",German mathematician,german mathematician,Z,mathematician
Kurt_Heegner,"Kurt Heegner (German: [ˈheːɡnɐ]; 16 December 1893 – 2 February 1965) was a German private scholar from Berlin, who specialized in  radio engineering and mathematics. He is now famous for his mathematical discoveries in number theory and, in particular, the Stark–Heegner theorem. Heegner was born and died in Berlin. In 1952, he published what he claimed was the solution of a classic problem proposed by the great mathematician Gauss, the class number 1 problem, a significant and long standing problem in number theory. Heegner's work was not accepted for years, due mainly to quoting a portion of Heinrich Martin Weber's work that was known to be incorrect (though he never used this result in the proof).","kurt heegner ( german : [ ˈheːɡnɐ ] ; 16 december 1893 – 2 february 1965 ) german private scholar berlin , specialized radio engineering mathematics . famous mathematical discoveries number theory , particular , stark–heegner theorem . heegner born died berlin . 1952 , published claimed solution classic problem proposed great mathematician gauss , class number 1 problem , significant long standing problem number theory . heegner 's work accepted years , due mainly quoting portion heinrich martin weber 's work known incorrect ( though never used result proof ) .",German mathematician,german mathematician,Z,mathematician
Christian_Zeller,"Julius Christian Johannes Zeller (24 June 1822, Mühlhausen am Neckar – 31 May 1899, Cannstatt) was a German mathematician. Originally trained in mathematics, geography and theology, in 1874 Zeller became Director of the Seminary in Markgröningen and a girls' orphanage. In 1882 he became a member of the Société Mathématique de France. The following year, on 16 March 1883, he delivered a short account of his congruence relation (Zeller's congruence), which was published in the society's journal. He was later awarded the Order of Friedrich, First Class, and the Ritterkreuz of Württemberg.","julius christian johannes zeller ( 24 june 1822 , mühlhausen neckar – 31 may 1899 , cannstatt ) german mathematician . originally trained mathematics , geography theology , 1874 zeller became director seminary markgröningen girls ' orphanage . 1882 became member société mathématique de france . following year , 16 march 1883 , delivered short account congruence relation ( zeller 's congruence ) , published society 's journal . later awarded order friedrich , first class , ritterkreuz württemberg .",German mathematician,german mathematician,Z,mathematician
Carl_Hierholzer,"Carl Hierholzer (2 October 1840 – 13 September 1871) was a German mathematician. Hierholzer studied mathematics in Karlsruhe, and he got his Ph.D. from Ruprecht-Karls-Universität Heidelberg in 1865. His Ph.D. advisor was Ludwig Otto Hesse (1811–1874). In 1870 Hierholzer wrote his habilitation about conic sections (title: Ueber Kegelschnitte im Raum) in Karlsruhe, where he later became a Privatdozent. Hierholzer proved that a connected graph has an Eulerian trail if and only if exactly zero or two of its vertices have an odd degree.","carl hierholzer ( 2 october 1840 – 13 september 1871 ) german mathematician . hierholzer studied mathematics karlsruhe , got ph.d. ruprecht-karls-universität heidelberg 1865 . ph.d. advisor ludwig otto hesse ( 1811–1874 ) . 1870 hierholzer wrote habilitation conic sections ( title : ueber kegelschnitte im raum ) karlsruhe , later became privatdozent . hierholzer proved connected graph eulerian trail exactly zero two vertices odd degree .",German mathematician,german mathematician,Z,mathematician
Jakob_Rosanes,Jakob Rosanes (also Jacob; 16 August 1842 – 6 January 1922) was a German mathematician who worked on algebraic geometry and invariant theory. He was also a chess master. Rosanes studied at University of Berlin and the University of Breslau. He obtained his doctorate from Breslau (Wrocław) in 1865 and taught there for the rest of his working life. He became professor in 1876 and rector of the university during the years 1903–1904.Rosanes made significant contributions in Cremona transformations.,jakob rosanes ( also jacob ; 16 august 1842 – 6 january 1922 ) german mathematician worked algebraic geometry invariant theory . also chess master . rosanes studied university berlin university breslau . obtained doctorate breslau ( wrocław ) 1865 taught rest working life . became professor 1876 rector university years 1903–1904.rosanes made significant contributions cremona transformations .,German mathematician and chess player,german mathematician chess player,Z,mathematician
Wolfgang_Heinrich_Johannes_Fuchs,"Wolfgang Heinrich Johannes Fuchs (May 19, 1915, Munich – February 24, 1997) was a mathematician specializing in complex analysis. His main area of research was Nevanlinna theory. Fuchs received his Ph.D. in 1941 from the University of Cambridge, under the direction of Albert Ingham. He joined the faculty of Cornell University in 1950 and spent the rest of his career there. Erdős–Fuchs theorem Chung–Fuchs theorem       Wolfgang Heinrich Johannes Fuchs at the Mathematics Genealogy Project","wolfgang heinrich johannes fuchs ( may 19 , 1915 , munich – february 24 , 1997 ) mathematician specializing complex analysis . main area research nevanlinna theory . fuchs received ph.d. 1941 university cambridge , direction albert ingham . joined faculty cornell university 1950 spent rest career . erdős–fuchs theorem chung–fuchs theorem wolfgang heinrich johannes fuchs mathematics genealogy project",German mathematician,german mathematician,Z,mathematician
Christian_Ludwig_Gerling,"Christian Ludwig Gerling (10 July 1788 – 15 January 1864) studied under Carl Friedrich Gauss, obtaining his doctorate in 1812 for a thesis entitled: Methodi proiectionis orthographicae usum ad calculos parallacticos facilitandos explicavit simulque eclipsin solarem die, at the University of Göttingen. He is notable for his work on geodetics and in 1927 some 60 letters of correspondence between Gerling and Gauss on the topic were published. He is also notable as the doctoral advisor of Julius Plücker. Gerling, whose father was also called Christian Ludwig Gerling and was a pastor at the St. Jacobi church, was born in Hamburg and attended the Johanneum. In 1817, he became professor of mathematics at the University of Marburg.","christian ludwig gerling ( 10 july 1788 – 15 january 1864 ) studied carl friedrich gauss , obtaining doctorate 1812 thesis entitled : methodi proiectionis orthographicae usum ad calculos parallacticos facilitandos explicavit simulque eclipsin solarem die , university göttingen . notable work geodetics 1927 60 letters correspondence gerling gauss topic published . also notable doctoral advisor julius plücker . gerling , whose father also called christian ludwig gerling pastor st. jacobi church , born hamburg attended johanneum . 1817 , became professor mathematics university marburg .",German astronomer,german astronomer,Z,mathematician
Johann_Jacob_Zimmermann,"Johann Jacob Zimmermann (November 25, 1642 – 1693) was a German nonconformist theologian, millenarian, mathematician, and astronomer. Zimmermann was born in Vaihingen, Württemberg (now Germany) on November 25, 1642. He lived in Nürtingen, and studied theology at the University of Tübingen, where he was awarded the title Magister in 1664. An astronomer and astrologer, Zimmermann produced one of the first Equidistant Conic Projection star charts of the northern hemisphere in 1692. While at University, he also was a singing instructor.He took his first post as a Lutheran minister at Bietigheim (Baden) in 1671.","johann jacob zimmermann ( november 25 , 1642 – 1693 ) german nonconformist theologian , millenarian , mathematician , astronomer . zimmermann born vaihingen , württemberg ( germany ) november 25 , 1642 . lived nürtingen , studied theology university tübingen , awarded title magister 1664 . astronomer astrologer , zimmermann produced one first equidistant conic projection star charts northern hemisphere 1692 . university , also singing instructor.he took first post lutheran minister bietigheim ( baden ) 1671 .",German theologian,german theologian,Z,mathematician
Paul_Lorenzen,"Paul Lorenzen (March 24, 1915 – October 1, 1994) was a German philosopher and mathematician, founder of the Erlangen School (with Wilhelm Kamlah) and inventor of game semantics (with Kuno Lorenz). Lorenzen studied at the University of Göttingen until he earned his PhD there in 1938 under Helmut Hasse with a thesis titled Zur Abstrakten Begründung der multiplikativen Idealtheorie. In 1939, he became an assistant to Wolfgang Krull at the University of Bonn. His main work was on the foundations of mathematics—proof theory. He created and modified constructive mathematics.","paul lorenzen ( march 24 , 1915 – october 1 , 1994 ) german philosopher mathematician , founder erlangen school ( wilhelm kamlah ) inventor game semantics ( kuno lorenz ) . lorenzen studied university göttingen earned phd 1938 helmut hasse thesis titled zur abstrakten begründung der multiplikativen idealtheorie . 1939 , became assistant wolfgang krull university bonn . main work foundations mathematics—proof theory . created modified constructive mathematics .",German mathematician and philosopher,german mathematician philosopher,Z,mathematician
Paul_Epstein,"Paul Epstein (July 24, 1871 – August 11, 1939) was a German mathematician. He was known for his contributions to number theory, in particular the Epstein zeta function. Epstein was born and brought up in Frankfurt, where his father was a professor. He received his PhD in 1895 from the University of Strasbourg. From 1895 to 1918 he was a Privatdozent at the University in Strasbourg, which at that time was part of the German Empire.","paul epstein ( july 24 , 1871 – august 11 , 1939 ) german mathematician . known contributions number theory , particular epstein zeta function . epstein born brought frankfurt , father professor . received phd 1895 university strasbourg . 1895 1918 privatdozent university strasbourg , time part german empire .",German mathematician,german mathematician,Z,mathematician
Karl_Hessenberg,"Karl Adolf Hessenberg (September 8, 1904 – February 22, 1959) was a German mathematician and engineer. The Hessenberg matrix form is named after him. From 1925 to 1930 he studied electrical engineering at the Technische Hochschule Darmstadt (today Technische Universität Darmstadt) and graduated with a diploma. From 1931 to 1932 he was an assistant to Alwin Walther at the Technische Hochschule Darmstadt, afterwards he worked at the power station in Worms, Germany. From 1936 he worked as an engineer at AEG, first in Berlin and later in Frankfurt.","karl adolf hessenberg ( september 8 , 1904 – february 22 , 1959 ) german mathematician engineer . hessenberg matrix form named . 1925 1930 studied electrical engineering technische hochschule darmstadt ( today technische universität darmstadt ) graduated diploma . 1931 1932 assistant alwin walther technische hochschule darmstadt , afterwards worked power station worms , germany . 1936 worked engineer aeg , first berlin later frankfurt .",German mathematician,german mathematician,Z,mathematician
Heinrich_Scherk,Heinrich Ferdinand Scherk (27 October 1798 – 4 October 1885) was a German mathematician notable for his work on minimal surfaces and the distribution of prime numbers. He is also notable as the doctoral advisor of Ernst Kummer. (in German) Biography of Scherk Heinrich Scherk at the Mathematics Genealogy Project MacTutor biography of Scherk,heinrich ferdinand scherk ( 27 october 1798 – 4 october 1885 ) german mathematician notable work minimal surfaces distribution prime numbers . also notable doctoral advisor ernst kummer . ( german ) biography scherk heinrich scherk mathematics genealogy project mactutor biography scherk,German mathematician,german mathematician,Z,mathematician
Bernd_Sturmfels,"Bernd Sturmfels (born March 28, 1962 in Kassel, West Germany) is a Professor of Mathematics and Computer Science at the University of California, Berkeley and is a director of the Max Planck Institute for Mathematics in the Sciences in Leipzig since 2017. He received his Ph.D. in 1987 from the University of Washington and the Technische Universität Darmstadt. After two postdoctoral years at the Institute for Mathematics and its Applications in Minneapolis, Minnesota, and the Research Institute for Symbolic Computation in Linz, Austria, he taught at Cornell University, before joining UC Berkeley in 1995. His Ph.D. students include Melody Chan, Jesús A. De Loera, Mike Develin, and Rekha R. Thomas.","bernd sturmfels ( born march 28 , 1962 kassel , west germany ) professor mathematics computer science university california , berkeley director max planck institute mathematics sciences leipzig since 2017 . received ph.d. 1987 university washington technische universität darmstadt . two postdoctoral years institute mathematics applications minneapolis , minnesota , research institute symbolic computation linz , austria , taught cornell university , joining uc berkeley 1995 . ph.d. students include melody chan , jesús . de loera , mike develin , rekha r. thomas .",German mathematician,german mathematician,Z,mathematician
Georg_Hamel,"Georg Karl Wilhelm Hamel (12 September 1877 – 4 October 1954) was a German mathematician with interests in mechanics, the foundations of mathematics and function theory. Hamel was born in Düren, Rhenish Prussia. He studied at Aachen, Berlin, Göttingen, and Karlsruhe. His doctoral adviser was David Hilbert. He taught at Brünn in 1905, Aachen in 1912, and at the Technical University of Berlin in 1919.","georg karl wilhelm hamel ( 12 september 1877 – 4 october 1954 ) german mathematician interests mechanics , foundations mathematics function theory . hamel born düren , rhenish prussia . studied aachen , berlin , göttingen , karlsruhe . doctoral adviser david hilbert . taught brünn 1905 , aachen 1912 , technical university berlin 1919 .",German mathematician,german mathematician,Z,mathematician
Carl_R._de_Boor,"Carl-Wilhelm Reinhold de Boor (born 3 December 1937) is a German-American mathematician and professor emeritus at the University of Wisconsin–Madison. Born in Stolp, Germany (now, as part of Poland, called Słupsk), as the seventh of eight children born to Werner (an anti-Nazi Lutheran minister) and Toni de Boor in 1937, he fled in 1945 with his family, settling eventually in Schwerin, then part of East Germany. As a child, he was often ill, suffering from a variety of conditions. In 1955, young Carl took advantage of the temporary political thaw following Joseph Stalin's death in 1953, obtained a one-month visa to West Germany and biked there, then decided to stay when he learned there that his application to Humboldt University (in East Berlin) for the study of chemistry had been turned down (because of his poor performance in mathematics). However, Otto Friedrich (a brother of Carl's father's first wife) was willing and able to help him.","carl-wilhelm reinhold de boor ( born 3 december 1937 ) german-american mathematician professor emeritus university wisconsin–madison . born stolp , germany ( , part poland , called słupsk ) , seventh eight children born werner ( anti-nazi lutheran minister ) toni de boor 1937 , fled 1945 family , settling eventually schwerin , part east germany . child , often ill , suffering variety conditions . 1955 , young carl took advantage temporary political thaw following joseph stalin 's death 1953 , obtained one-month visa west germany biked , decided stay learned application humboldt university ( east berlin ) study chemistry turned ( poor performance mathematics ) . however , otto friedrich ( brother carl 's father 's first wife ) willing able help .",American mathematician,american mathematician,Z,mathematician
